seq_id	kingdom	phylum	class	order	family	genus	species
HM434648.1.<1.>658	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tatuidris	Tatuidris tatusia
HM434650.1.<1.>658	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tatuidris	Tatuidris tatusia
HM434649.1.<1.>658	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tatuidris	Tatuidris tatusia
JX827985.1.<1.>658	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tatuidris	Tatuidris tatusia
JX827981.1.<1.>658	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tatuidris	Tatuidris tatusia
JF863790.1.<1.>630	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tatuidris	Tatuidris tatusia
JF863787.1.<1.>633	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tatuidris	Tatuidris tatusia
JF863792.1.<1.>658	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tatuidris	Tatuidris tatusia
JX827986.1.<1.>549	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tatuidris	Tatuidris tatusia
JF863789.1.<1.>621	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tatuidris	Tatuidris tatusia
JN283744.1.<1.>658	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tatuidris	Tatuidris tatusia
JF863788.1.<1.>632	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tatuidris	Tatuidris tatusia
HQ545899.1.<1.>636	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tatuidris	Tatuidris tatusia
HQ545900.1.<1.>638	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tatuidris	Tatuidris tatusia
HM434651.1.<1.>658	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tatuidris	Tatuidris tatusia
DQ353314.1.<1.>1035	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tatuidris	Tatuidris tatusia
JX827982.1.<1.>634	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tatuidris	Tatuidris tatusia
HM373207.1.<1.>658	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Adetomyrma	Adetomyrma aureocuprea
JF863047.1.<1.>619	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Adetomyrma	Adetomyrma caputleae
JF862990.1.<1.>602	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Adetomyrma	Adetomyrma caputleae
JF863048.1.<1.>620	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Adetomyrma	Adetomyrma caputleae
KR063483.1.<1.>790	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Adetomyrma	Adetomyrma caputleae
JN261821.1.<1.>658	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Adetomyrma	Adetomyrma cassis
HM435042.1.<1.>658	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Adetomyrma	Adetomyrma clarivida
JF863008.1.<1.>621	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Adetomyrma	Adetomyrma goblin
JF863009.1.<1.>617	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Adetomyrma	Adetomyrma venatrix
JN306824.1.<1.>658	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Amblyopone	Amblyopone australis
JN306823.1.<1.>658	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Amblyopone	Amblyopone australis
JN306822.1.<1.>658	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Amblyopone	Amblyopone australis
JN306835.1.<1.>658	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Amblyopone	Amblyopone australis
JN306836.1.<1.>658	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Amblyopone	Amblyopone australis
PV930584.1.<1.>658	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Amblyopone	Amblyopone australis
DQ353277.1.<1.>973	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Concoctio	Concoctio concenta
MK770042.1.<1.>658	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Fulakora	Fulakora falcata
MK758188.1.<1.>658	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Fulakora	Fulakora falcata
MK758292.1.<1.>658	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Fulakora	Fulakora falcata
JN289347.1.<1.>658	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Fulakora	Fulakora orizabana
JN289348.1.<1.>658	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Fulakora	Fulakora orizabana
JN289349.1.<1.>658	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Fulakora	Fulakora orizabana
JN289350.1.<1.>658	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Fulakora	Fulakora orizabana
JN289361.1.<1.>658	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Fulakora	Fulakora orizabana
JF863470.1.<1.>658	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Fulakora	Fulakora orizabana
JF863471.1.<1.>658	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Fulakora	Fulakora orizabana
JN289360.1.<1.>630	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Fulakora	Fulakora orizabana
DQ353381.1.<1.>1035	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myopopone	Myopopone castanea
GU711188.1.<1.>658	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Mystrium	Mystrium barrybressleri
JN287961.1.<1.>658	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Mystrium	Mystrium barrybressleri
HM373190.1.<1.>658	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Mystrium	Mystrium barrybressleri
GU711199.1.<1.>658	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Mystrium	Mystrium barrybressleri
GU711190.1.<1.>658	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Mystrium	Mystrium barrybressleri
GU711177.1.<1.>658	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Mystrium	Mystrium barrybressleri
KR063441.1.<1.>790	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Mystrium	Mystrium barrybressleri
KR063437.1.<1.>790	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Mystrium	Mystrium barrybressleri
KR063445.1.<1.>790	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Mystrium	Mystrium barrybressleri
KR063451.1.<1.>790	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Mystrium	Mystrium barrybressleri
KR063447.1.<1.>790	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Mystrium	Mystrium barrybressleri
KR063450.1.<1.>790	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Mystrium	Mystrium barrybressleri
KR063442.1.<1.>790	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Mystrium	Mystrium barrybressleri
KR063489.1.<1.>790	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Mystrium	Mystrium barrybressleri
KR063487.1.<1.>790	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Mystrium	Mystrium barrybressleri
KR063438.1.<1.>790	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Mystrium	Mystrium barrybressleri
KR063482.1.<1.>790	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Mystrium	Mystrium barrybressleri
KR063436.1.<1.>790	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Mystrium	Mystrium barrybressleri
PP437510.1.<1.>600	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Mystrium	Mystrium camillae
KR063420.1.<1.>790	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Mystrium	Mystrium camillae
KR063448.1.<1.>790	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Mystrium	Mystrium camillae
KU361299.1.<1.>790	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Mystrium	Mystrium janovitzi
KU361298.1.<1.>790	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Mystrium	Mystrium janovitzi
JN287955.1.<1.>658	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Mystrium	Mystrium mirror
KR063467.1.<1.>790	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Mystrium	Mystrium mirror
KR063427.1.<1.>790	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Mystrium	Mystrium mirror
KR063486.1.<1.>790	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Mystrium	Mystrium mirror
KR063475.1.<1.>790	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Mystrium	Mystrium mirror
KR063430.1.<1.>790	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Mystrium	Mystrium mirror
KR063469.1.<1.>790	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Mystrium	Mystrium mirror
KR063488.1.<1.>790	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Mystrium	Mystrium mirror
HQ925312.1.<1.>658	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Mystrium	Mystrium mysticum
DQ176186.1.<1.>657	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Mystrium	Mystrium mysticum
DQ176275.1.<1.>657	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Mystrium	Mystrium mysticum
JN287621.1.<1.>620	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Mystrium	Mystrium oberthueri
KR063434.1.<1.>790	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Mystrium	Mystrium oberthueri
KR063484.1.<1.>790	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Mystrium	Mystrium oberthueri
KR063439.1.<1.>790	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Mystrium	Mystrium oberthueri
KR063446.1.<1.>790	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Mystrium	Mystrium oberthueri
KR063485.1.<1.>790	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Mystrium	Mystrium oberthueri
KR063444.1.<1.>790	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Mystrium	Mystrium oberthueri
KR063426.1.<1.>790	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Mystrium	Mystrium oberthueri
KR063464.1.<1.>790	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Mystrium	Mystrium oberthueri
KR063455.1.<1.>790	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Mystrium	Mystrium oberthueri
KR063425.1.<1.>790	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Mystrium	Mystrium oberthueri
KR063417.1.<1.>790	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Mystrium	Mystrium oberthueri
KR063416.1.<1.>790	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Mystrium	Mystrium oberthueri
JN287966.1.<1.>658	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Mystrium	Mystrium rogeri
HQ925317.1.<1.>658	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Mystrium	Mystrium rogeri
HQ925315.1.<1.>658	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Mystrium	Mystrium rogeri
JN287970.1.<1.>658	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Mystrium	Mystrium rogeri
HQ925350.1.<1.>658	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Mystrium	Mystrium rogeri
KR063462.1.<1.>790	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Mystrium	Mystrium rogeri
KR063471.1.<1.>790	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Mystrium	Mystrium rogeri
DQ353298.1.<1.>1035	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Mystrium	Mystrium rogeri
KR063472.1.<1.>790	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Mystrium	Mystrium rogeri
KR063458.1.<1.>790	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Mystrium	Mystrium rogeri
KR063460.1.<1.>790	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Mystrium	Mystrium rogeri
KR063424.1.<1.>790	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Mystrium	Mystrium rogeri
KR063461.1.<1.>790	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Mystrium	Mystrium rogeri
KR063463.1.<1.>790	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Mystrium	Mystrium rogeri
KR063459.1.<1.>790	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Mystrium	Mystrium rogeri
KR063433.1.<1.>790	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Mystrium	Mystrium rogeri
KR063473.1.<1.>790	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Mystrium	Mystrium rogeri
KR063431.1.<1.>790	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Mystrium	Mystrium rogeri
KR063456.1.<1.>790	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Mystrium	Mystrium rogeri
KR063443.1.<1.>790	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Mystrium	Mystrium rogeri
KR063432.1.<1.>790	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Mystrium	Mystrium rogeri
KR063449.1.<1.>790	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Mystrium	Mystrium shadow
KR063474.1.<1.>790	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Mystrium	Mystrium shadow
KR063421.1.<1.>790	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Mystrium	Mystrium silvestrii
KR063480.1.<1.>790	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Mystrium	Mystrium voeltzkowi
KR063454.1.<1.>790	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Mystrium	Mystrium voeltzkowi
KR063457.1.<1.>790	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Mystrium	Mystrium voeltzkowi
KR063428.1.<1.>790	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Mystrium	Mystrium voeltzkowi
KR063478.1.<1.>790	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Mystrium	Mystrium voeltzkowi
KR063479.1.<1.>790	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Mystrium	Mystrium voeltzkowi
KR063465.1.<1.>790	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Mystrium	Mystrium voeltzkowi
KR063468.1.<1.>790	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Mystrium	Mystrium voeltzkowi
KR063429.1.<1.>790	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Mystrium	Mystrium voeltzkowi
KR063435.1.<1.>790	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Mystrium	Mystrium voeltzkowi
KR063476.1.<1.>790	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Mystrium	Mystrium voeltzkowi
KR063423.1.<1.>790	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Mystrium	Mystrium voeltzkowi
KR063466.1.<1.>790	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Mystrium	Mystrium voeltzkowi
KR063452.1.<1.>790	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Mystrium	Mystrium voeltzkowi
KR063481.1.<1.>790	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Mystrium	Mystrium voeltzkowi
KR063477.1.<1.>790	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Mystrium	Mystrium voeltzkowi
KR063470.1.<1.>790	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Mystrium	Mystrium voeltzkowi
KR063453.1.<1.>790	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Mystrium	Mystrium voeltzkowi
DQ353379.1.<1.>1035	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Onychomyrmex	Onychomyrmex hedleyi
JF863626.1.<1.>658	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Prionopelta	Prionopelta amabilis
JN289323.1.<1.>658	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Prionopelta	Prionopelta amabilis
MG568084.1.<1.>312	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Prionopelta	Prionopelta kraepelini
JN289293.1.<1.>658	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Prionopelta	Prionopelta modesta
JN276994.1.<1.>658	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Prionopelta	Prionopelta modesta
HQ545960.1.<1.>658	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Prionopelta	Prionopelta modesta
JN276995.1.<1.>658	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Prionopelta	Prionopelta modesta
JF863618.1.<1.>658	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Prionopelta	Prionopelta modesta
HQ547071.1.<1.>658	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Prionopelta	Prionopelta seychelles
HQ547073.1.<1.>658	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Prionopelta	Prionopelta seychelles
HQ546925.1.<1.>658	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Prionopelta	Prionopelta seychelles
HQ546932.1.<1.>658	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Prionopelta	Prionopelta seychelles
HM373167.1.<1.>658	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Stigmatomma	Stigmatomma bolabola
JF863439.1.<1.>658	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Stigmatomma	Stigmatomma degeneratum
GU711178.1.<1.>611	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Stigmatomma	Stigmatomma irayhady
HQ925407.1.<1.>626	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Stigmatomma	Stigmatomma irayhady
GU711194.1.<1.>658	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Stigmatomma	Stigmatomma irayhady
GU711195.1.<1.>658	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Stigmatomma	Stigmatomma irayhady
JF863635.1.<1.>658	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Stigmatomma	Stigmatomma mystriops
MG335958.1.<1.>628	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Stigmatomma	Stigmatomma oregonense
MG342421.1.<1.>576	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Stigmatomma	Stigmatomma oregonense
KR885379.1.<1.>588	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Stigmatomma	Stigmatomma pallipes
MG338404.1.<1.>589	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Stigmatomma	Stigmatomma pallipes
KR790731.1.<1.>613	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Stigmatomma	Stigmatomma pallipes
KR791493.1.<1.>627	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Stigmatomma	Stigmatomma pallipes
KR801117.1.<1.>628	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Stigmatomma	Stigmatomma pallipes
KR796773.1.<1.>632	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Stigmatomma	Stigmatomma pallipes
KR788986.1.<1.>633	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Stigmatomma	Stigmatomma pallipes
JN288482.1.<1.>658	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Stigmatomma	Stigmatomma pallipes
MG340413.1.<1.>577	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Stigmatomma	Stigmatomma pallipes
MG338379.1.<1.>586	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Stigmatomma	Stigmatomma pallipes
JN288478.1.<1.>658	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Stigmatomma	Stigmatomma pallipes
KR792561.1.<1.>633	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Stigmatomma	Stigmatomma pallipes
KR893989.1.<1.>616	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Stigmatomma	Stigmatomma pallipes
HQ925243.1.<1.>658	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Stigmatomma	Stigmatomma pallipes
MG344450.1.<1.>588	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Stigmatomma	Stigmatomma pallipes
MG341356.1.<1.>576	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Stigmatomma	Stigmatomma pallipes
MG344417.1.<1.>588	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Stigmatomma	Stigmatomma pallipes
MG341399.1.<1.>588	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Stigmatomma	Stigmatomma pallipes
MG341376.1.<1.>588	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Stigmatomma	Stigmatomma pallipes
KR874690.1.<1.>588	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Stigmatomma	Stigmatomma pallipes
MG344324.1.<1.>588	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Stigmatomma	Stigmatomma pallipes
KR885716.1.<1.>576	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Stigmatomma	Stigmatomma pallipes
AY233686.1.<1.>886	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Stigmatomma	Stigmatomma pallipes
KR417065.1.<1.>579	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Stigmatomma	Stigmatomma pallipes
DQ353291.1.<1.>1035	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Stigmatomma	Stigmatomma pallipes
KR894527.1.<1.>537	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Stigmatomma	Stigmatomma pallipes
KR926776.1.<1.>407	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Stigmatomma	Stigmatomma pallipes
OR173163.1.<1.>421	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Stigmatomma	Stigmatomma pallipes
OR171262.1.<1.>421	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Stigmatomma	Stigmatomma pallipes
KR802116.1.<1.>566	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Stigmatomma	Stigmatomma pallipes
MG336223.1.<1.>528	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Stigmatomma	Stigmatomma pallipes
MG339691.1.<1.>576	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Stigmatomma	Stigmatomma pallipes
KR901934.1.<1.>570	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Stigmatomma	Stigmatomma pallipes
KR882752.1.<1.>576	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Stigmatomma	Stigmatomma pallipes
KR887364.1.<1.>528	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Stigmatomma	Stigmatomma pallipes
MG335574.1.<1.>525	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Stigmatomma	Stigmatomma pallipes
MG336299.1.<1.>573	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Stigmatomma	Stigmatomma pallipes
MG343929.1.<1.>663	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Stigmatomma	Stigmatomma pallipes
MG335504.1.<1.>561	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Stigmatomma	Stigmatomma pallipes
MG336617.1.<1.>573	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Stigmatomma	Stigmatomma pallipes
KR874774.1.<1.>525	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Stigmatomma	Stigmatomma pallipes
MG335825.1.<1.>516	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Stigmatomma	Stigmatomma pallipes
KR898385.1.<1.>555	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Stigmatomma	Stigmatomma pallipes
MG343990.1.<1.>555	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Stigmatomma	Stigmatomma pallipes
PV476373.1.<1.>696	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Stigmatomma	Stigmatomma rubiginoum
GU711189.1.<1.>658	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Stigmatomma	Stigmatomma sakalava
HM373160.1.<1.>658	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Stigmatomma	Stigmatomma sakalava
HM373161.1.<1.>632	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Stigmatomma	Stigmatomma sakalava
JN306825.1.<1.>658	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Stigmatomma	Stigmatomma saundersi
MT215092.1.1260.2789	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Stigmatomma	Stigmatomma silvestrii
GU711186.1.<1.>658	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Stigmatomma	Stigmatomma tsyhady
HM373173.1.<1.>658	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Stigmatomma	Stigmatomma tsyhady
GU711191.1.<1.>658	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Stigmatomma	Stigmatomma tsyhady
GU711192.1.<1.>658	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Stigmatomma	Stigmatomma tsyhady
GU711200.1.<1.>658	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Stigmatomma	Stigmatomma tsyhady
GU711198.1.<1.>658	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Stigmatomma	Stigmatomma tsyhady
GU711196.1.<1.>658	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Stigmatomma	Stigmatomma tsyhady
LC154072.1.<1.>658	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Xymmer	Xymmer phungi
DQ353354.1.<1.>1011	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Aneuretus	Aneuretus simoni
DQ353377.1.<1.>1035	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Apomyrma	Apomyrma stygia
MZ313336.1.<1.>658	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Anonychomyrma	Anonychomyrma inclinata
