seq_id	kingdom	phylum	class	order	family	genus	species
MW021480.1.<1.1197	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Linepithema	Linepithema humile
AB568484.1.<1.1197	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Linepithema	Linepithema humile
AB693875.1.<1.1197	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Linepithema	Linepithema humile
AB568483.1.<1.1197	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Linepithema	Linepithema humile
FJ161727.1.<1.>886	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Linepithema	Linepithema humile
FJ161726.1.<1.>886	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Linepithema	Linepithema humile
OQ451874.1.<1.>593	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Linepithema	Linepithema humile
AF147050.1.<1.208	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Linepithema	Linepithema humile
MZ362402.1.<1.>535	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Linepithema	Linepithema humile
MZ362385.1.<1.>650	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Linepithema	Linepithema humile
MZ362382.1.<1.>637	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Linepithema	Linepithema humile
MZ362381.1.<1.>652	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Linepithema	Linepithema humile
FJ535659.1.<1.170	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Linepithema	Linepithema humile
FJ535669.1.<1.170	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Linepithema	Linepithema humile
FJ535665.1.<1.170	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Linepithema	Linepithema humile
FJ535670.1.<1.170	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Linepithema	Linepithema humile
FJ535668.1.<1.170	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Linepithema	Linepithema humile
JN266785.1.<1.>630	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Linepithema	Linepithema humile
MZ362392.1.<1.>483	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Linepithema	Linepithema humile
OQ451877.1.<1.>629	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Linepithema	Linepithema humile
MZ362399.1.<1.>527	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Linepithema	Linepithema humile
OQ451878.1.<1.>627	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Linepithema	Linepithema humile
KY441992.1.<1.>658	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Linepithema	Linepithema iniquum
FJ161728.1.<1.>886	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Linepithema	Linepithema iniquum
FJ161732.1.<1.>886	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Linepithema	Linepithema iniquum
FJ161731.1.<1.>886	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Linepithema	Linepithema iniquum
FJ161730.1.<1.>886	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Linepithema	Linepithema iniquum
FJ161733.1.<1.>886	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Linepithema	Linepithema iniquum
MF925816.1.<1.>649	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Linepithema	Linepithema iniquum
DQ353324.1.<1.>1035	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Linepithema	Linepithema keiteli
FJ161734.1.<1.>886	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Linepithema	Linepithema keiteli
FJ161735.1.<1.>886	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Linepithema	Linepithema keiteli
MF925743.1.<1.>658	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Linepithema	Linepithema micans
MF925981.1.<1.>658	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Linepithema	Linepithema micans
OM314746.1.<1.>658	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Linepithema	Linepithema micans
OM576172.1.<1.>658	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Linepithema	Linepithema micans
HM026683.1.<1.195	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Linepithema	Linepithema micans
HM026684.1.<1.195	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Linepithema	Linepithema micans
HM026685.1.<1.195	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Linepithema	Linepithema micans
KM211959.1.<1.150	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Linepithema	Linepithema micans
KM211965.1.<1.150	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Linepithema	Linepithema micans
KM211964.1.<1.150	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Linepithema	Linepithema micans
KM211962.1.<1.150	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Linepithema	Linepithema micans
KM211954.1.<1.150	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Linepithema	Linepithema micans
KM211960.1.<1.150	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Linepithema	Linepithema micans
KM211956.1.<1.150	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Linepithema	Linepithema micans
KM211963.1.<1.150	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Linepithema	Linepithema micans
KM211961.1.<1.150	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Linepithema	Linepithema micans
FJ161741.1.<1.>886	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Linepithema	Linepithema micans
FJ161740.1.<1.>886	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Linepithema	Linepithema micans
FJ161736.1.<1.>886	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Linepithema	Linepithema micans
FJ161738.1.<1.>886	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Linepithema	Linepithema micans
FJ161737.1.<1.>886	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Linepithema	Linepithema micans
FJ161742.1.<1.>886	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Linepithema	Linepithema micans
FJ161739.1.<1.>886	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Linepithema	Linepithema micans
KY441952.1.<1.>658	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Linepithema	Linepithema neotropicum
MK770048.1.<1.>658	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Linepithema	Linepithema neotropicum
MN134906.1.<1.>594	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Linepithema	Linepithema neotropicum
FJ161744.1.<1.>886	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Linepithema	Linepithema neotropicum
FJ161745.1.<1.>886	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Linepithema	Linepithema neotropicum
FJ161743.1.<1.>886	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Linepithema	Linepithema neotropicum
FJ496350.1.<1.>803	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Linepithema	Linepithema oblongum
FJ496351.1.<1.>803	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Linepithema	Linepithema oblongum
FJ496354.1.<1.170	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Linepithema	Linepithema oblongum
FJ496353.1.<1.170	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Linepithema	Linepithema oblongum
FJ161746.1.<1.>886	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Linepithema	Linepithema oblongum
FJ161750.1.<1.>886	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Linepithema	Linepithema piliferum
FJ161749.1.<1.>886	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Linepithema	Linepithema piliferum
FJ161747.1.<1.>886	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Linepithema	Linepithema piliferum
FJ161748.1.<1.>886	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Linepithema	Linepithema piliferum
MF925955.1.<1.>658	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Linepithema	Linepithema pulex
FJ161751.1.<1.>886	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Linepithema	Linepithema pulex
FJ161754.1.<1.>886	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Linepithema	Linepithema tsachila
FJ161753.1.<1.>886	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Linepithema	Linepithema tsachila
OR298193.1.<1.>649	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Liometopum	Liometopum apiculatum
DQ353394.1.<1.>1026	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Liometopum	Liometopum luctuosum
KT844617.1.<1.>1431	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Liometopum	Liometopum microcephalum
KT844612.1.<1.>1436	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Liometopum	Liometopum microcephalum
KT844613.1.<1.>1436	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Liometopum	Liometopum microcephalum
KT844616.1.<1.>1436	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Liometopum	Liometopum microcephalum
KT844620.1.<1.>1431	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Liometopum	Liometopum microcephalum
KT844619.1.<1.>1436	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Liometopum	Liometopum microcephalum
KT844618.1.<1.>1436	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Liometopum	Liometopum microcephalum
KT844615.1.<1.>1431	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Liometopum	Liometopum microcephalum
KT844611.1.<1.>1436	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Liometopum	Liometopum microcephalum
KT844609.1.<1.>1431	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Liometopum	Liometopum microcephalum
KT844610.1.<1.>1436	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Liometopum	Liometopum microcephalum
KT844608.1.<1.>1431	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Liometopum	Liometopum microcephalum
KT844614.1.<1.>1436	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Liometopum	Liometopum microcephalum
KT844622.1.<1.>1436	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Liometopum	Liometopum microcephalum
KT844621.1.<1.>1436	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Liometopum	Liometopum microcephalum
KT844625.1.<1.>1431	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Liometopum	Liometopum microcephalum
KT844624.1.<1.>1436	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Liometopum	Liometopum microcephalum
KT844623.1.<1.>1436	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Liometopum	Liometopum microcephalum
AF147051.1.<1.208	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Liometopum	Liometopum occidentale
JQ913619.1.<1.187	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Liometopum	Liometopum sinense
JQ913603.1.<1.>639	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Liometopum	Liometopum sinense
PP097139.1.<1.>658	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Liometopum	Liometopum sinense
JN266782.1.<1.>658	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Ochetellus	Ochetellus glaber
PP097148.1.<1.>658	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Ochetellus	Ochetellus glaber
HQ925257.1.<1.>658	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Ochetellus	Ochetellus glaber
OK090902.1.<1.>657	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Ochetellus	Ochetellus glaber
MN044390.1.1.1528	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Ochetellus	Ochetellus glaber
MH754332.1.<1.>638	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Ochetellus	Ochetellus glaber
MH754331.1.<1.>638	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Ochetellus	Ochetellus glaber
MH754328.1.<1.>638	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Ochetellus	Ochetellus glaber
MH539777.1.<1.>662	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Ochetellus	Ochetellus glaber
MH754333.1.<1.>638	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Ochetellus	Ochetellus glaber
JQ913622.1.<1.186	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Ochetellus	Ochetellus glaber
JN266756.1.<1.>632	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Ochetellus	Ochetellus glaber
JQ913605.1.<1.>639	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Ochetellus	Ochetellus glaber
DQ353333.1.<1.>1035	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Ochetellus	Ochetellus glaber
MH754330.1.<1.>638	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Ochetellus	Ochetellus glaber
OR050387.1.<1.>553	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Ochetellus	Ochetellus glaber
DQ353348.1.<1.>1035	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Papyrius	Papyrius nitidus
FJ161756.1.<1.>886	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Papyrius	Papyrius nitidus
MT904603.1.<1.>331	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Philidris	Philidris cordata
DQ353313.1.<1.>1035	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Philidris	Philidris cordata
KX982006.1.<1.>658	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Philidris	Philidris myrmecodiae
KX982004.1.<1.>658	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Philidris	Philidris myrmecodiae
KX982005.1.<1.>658	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Philidris	Philidris myrmecodiae
MG920282.1.<1.>672	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tapinoma	Tapinoma atriceps
MG920284.1.<1.>674	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tapinoma	Tapinoma atriceps
MG920286.1.<1.>618	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tapinoma	Tapinoma atriceps
MG920283.1.<1.>659	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tapinoma	Tapinoma atriceps
MG920280.1.<1.>641	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tapinoma	Tapinoma atriceps
MG920281.1.<1.>641	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tapinoma	Tapinoma atriceps
MG920278.1.<1.>639	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tapinoma	Tapinoma atriceps
MG920279.1.<1.>656	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tapinoma	Tapinoma atriceps
MG920285.1.<1.>674	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tapinoma	Tapinoma atriceps
PQ459328.1.1590.3119	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tapinoma	Tapinoma darioi
KY426485.1.<1.>655	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tapinoma	Tapinoma darioi
KY426467.1.<1.>655	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tapinoma	Tapinoma darioi
KY426477.1.<1.>655	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tapinoma	Tapinoma darioi
KY426494.1.<1.>655	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tapinoma	Tapinoma darioi
KY426489.1.<1.>655	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tapinoma	Tapinoma darioi
KY426478.1.<1.>621	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tapinoma	Tapinoma darioi
KY426488.1.<1.>655	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tapinoma	Tapinoma darioi
KY426472.1.<1.>655	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tapinoma	Tapinoma darioi
KY426496.1.<1.>655	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tapinoma	Tapinoma darioi
KY426495.1.<1.>655	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tapinoma	Tapinoma darioi
KY426497.1.<1.>655	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tapinoma	Tapinoma darioi
KY426491.1.<1.>655	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tapinoma	Tapinoma darioi
KY426498.1.<1.>628	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tapinoma	Tapinoma darioi
KY426492.1.<1.>655	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tapinoma	Tapinoma darioi
MN822892.1.<1.>618	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tapinoma	Tapinoma darioi
HQ954641.1.<1.>591	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tapinoma	Tapinoma erraticum
ON054616.1.<1.>527	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tapinoma	Tapinoma erraticum
KY426462.1.<1.>655	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tapinoma	Tapinoma erraticum
OL877456.1.<1.>658	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tapinoma	Tapinoma erraticum
GU705868.1.<1.>562	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tapinoma	Tapinoma erraticum
OM964734.1.<1.>640	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tapinoma	Tapinoma erraticum
OM964735.1.<1.>572	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tapinoma	Tapinoma erraticum
KX954292.1.<1.>618	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tapinoma	Tapinoma erraticum
ON032585.1.<1.>706	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tapinoma	Tapinoma erraticum
HQ954640.1.<1.>598	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tapinoma	Tapinoma erraticum
MN020533.1.<1.>262	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tapinoma	Tapinoma erraticum
GU388394.1.<1.>660	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tapinoma	Tapinoma erraticum
MT904628.1.<1.>331	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tapinoma	Tapinoma glaucum
PQ459329.1.1585.3114	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tapinoma	Tapinoma hispanicum
OR228120.1.<1.>658	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tapinoma	Tapinoma ibericum
OR228119.1.<1.>658	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tapinoma	Tapinoma ibericum
ON746721.1.1589.3118	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tapinoma	Tapinoma ibericum
KY426506.1.<1.>655	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tapinoma	Tapinoma ibericum
KY426512.1.<1.>655	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tapinoma	Tapinoma ibericum
KY426515.1.<1.>655	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tapinoma	Tapinoma ibericum
KY426513.1.<1.>655	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tapinoma	Tapinoma ibericum
KY426517.1.<1.>655	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tapinoma	Tapinoma ibericum
KY426516.1.<1.>655	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tapinoma	Tapinoma ibericum
KY426514.1.<1.>655	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tapinoma	Tapinoma ibericum
KY426511.1.<1.>655	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tapinoma	Tapinoma ibericum
KY426507.1.<1.>655	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tapinoma	Tapinoma ibericum
KY426505.1.<1.>655	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tapinoma	Tapinoma ibericum
KY426510.1.<1.>655	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tapinoma	Tapinoma ibericum
KY426508.1.<1.>635	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tapinoma	Tapinoma ibericum
ON738366.1.<1.>681	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tapinoma	Tapinoma indicum
PP190272.1.<1.>615	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tapinoma	Tapinoma indicum
PP318723.1.<1.>654	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tapinoma	Tapinoma indicum
OR510111.1.<1.>664	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tapinoma	Tapinoma indicum
MT522037.1.<1.>607	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tapinoma	Tapinoma indicum
MT522061.1.<1.>607	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tapinoma	Tapinoma indicum
MT522054.1.<1.>607	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tapinoma	Tapinoma indicum
MG566724.1.<1.>312	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tapinoma	Tapinoma indicum
PP318708.1.<1.>648	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tapinoma	Tapinoma indicum
PP318707.1.<1.>648	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tapinoma	Tapinoma indicum
PP318714.1.<1.>650	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tapinoma	Tapinoma litorale
PV051104.1.<1.>418	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tapinoma	Tapinoma lugubre
PQ459330.1.1550.3078	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tapinoma	Tapinoma madeirense
PP318716.1.<1.>654	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tapinoma	Tapinoma madeirense
KY426460.1.<1.>655	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tapinoma	Tapinoma madeirense
KY426459.1.<1.>655	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tapinoma	Tapinoma madeirense
OR228122.1.<1.>658	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tapinoma	Tapinoma madeirense
OR228121.1.<1.>658	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tapinoma	Tapinoma madeirense
MT606393.1.<1.>658	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tapinoma	Tapinoma magnum
MT606390.1.<1.>658	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tapinoma	Tapinoma magnum
PQ459331.1.1605.3134	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tapinoma	Tapinoma magnum
KY426537.1.<1.>655	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tapinoma	Tapinoma magnum
KY426558.1.<1.>605	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tapinoma	Tapinoma magnum
KY426568.1.<1.>655	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tapinoma	Tapinoma magnum
KY426534.1.<1.>655	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tapinoma	Tapinoma magnum
KY426564.1.<1.>655	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tapinoma	Tapinoma magnum
KY426577.1.<1.>655	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tapinoma	Tapinoma magnum
KY426659.1.<1.>652	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tapinoma	Tapinoma magnum
KY426557.1.<1.>655	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tapinoma	Tapinoma magnum
KY426556.1.<1.>655	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tapinoma	Tapinoma magnum
KY426535.1.<1.>655	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tapinoma	Tapinoma magnum
KY426522.1.<1.>655	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tapinoma	Tapinoma magnum
KY426566.1.<1.>655	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tapinoma	Tapinoma magnum
KY426541.1.<1.>655	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tapinoma	Tapinoma magnum
KY426527.1.<1.>655	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tapinoma	Tapinoma magnum
KY426570.1.<1.>599	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tapinoma	Tapinoma magnum
KY426547.1.<1.>609	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tapinoma	Tapinoma magnum
KY426569.1.<1.>655	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tapinoma	Tapinoma magnum
KY426565.1.<1.>655	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tapinoma	Tapinoma magnum
KY426548.1.<1.>655	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tapinoma	Tapinoma magnum
KY426540.1.<1.>655	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tapinoma	Tapinoma magnum
KY426554.1.<1.>655	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tapinoma	Tapinoma magnum
KY426545.1.<1.>655	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tapinoma	Tapinoma magnum
KY426578.1.<1.>655	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tapinoma	Tapinoma magnum
KY426536.1.<1.>655	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tapinoma	Tapinoma magnum
KY426538.1.<1.>599	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tapinoma	Tapinoma magnum
KY426549.1.<1.>655	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Tapinoma	Tapinoma magnum
